City,State,Country,Shape,Image_Share,cleaned_date,cleaned_time,time
Green Castle,PA,USA,Circle,No,,20:45:00,20:45
Bridgton,ME,USA,Circle,No,,20:30:00,20:30
Blacklick,OH,USA,Circle,No,,06:00:00,06:00
Beaverton,OR,USA,Circle,No,,00:30:00,00:30
Lawton,MI,USA,Circle,No,,22:57:00,22:57
Toms River,NJ,USA,Circle,No,,04:00:00,04:00
Fargo,ND,USA,Circle,No,,21:30:00,21:30
Delmar,MD,USA,Circle,No,,21:00:00,21:00
Prairie Grove,AR,USA,Circle,No,,20:00:00,20:00
Stewartstown,PA,USA,Circle,No,,06:45:00,06:45
Greenwich,CT,USA,Circle,No,,05:15:00,05:15
Yulee,FL,USA,Circle,No,,02:22:00,02:22
St. Paul (around),MN,USA,Circle,No,,23:23:00,23:23
Salem,NH,USA,Circle,No,,05:15:00,05:15
Minneapolis,MN,USA,Circle,No,,00:00:00,00:00
Port Angeles,WA,USA,Circle,No,,22:00:00,22:00
Gaylord,MI,USA,Circle,No,,21:00:00,21:00
Merritt Island,FL,USA,Circle,No,,20:00:00,20:00
New York City,NY,USA,Circle,No,,22:12:00,22:12
Warsaw,KY,USA,Circle,No,,02:45:00,02:45
New York City (Manhattan),NY,USA,Circle,No,,00:00:00,
Burlington (Canada),ON,Canada,Circle,No,,22:30:00,22:30
Juneau,AK,USA,Circle,No,,22:48:00,22:48
Salton Sea,CA,USA,Circle,No,,23:00:00,23:00
Stanton,DE,USA,Circle,No,,21:05:00,21:05
Kingsport,TN,USA,Circle,No,,20:00:00,20:00
Holland,MI,USA,Circle,No,,23:45:00,23:45
Cedar Rapids,IA,USA,Circle,No,,23:00:00,23:00
Keyser,WV,USA,Circle,No,,01:10:00,01:10
Bel,NY,USA,Circle,No,,23:40:00,23:40
Utica,NY,USA,Circle,No,,22:48:00,22:48
Sturgeon Bay,WI,USA,Circle,No,,21:44:00,21:44
Fort Myers,FL,USA,Circle,No,,21:16:00,21:16
Easton,PA,USA,Circle,No,,19:30:00,19:30
Gulf of Mexico,FL,USA,Circle,No,,11:30:00,11:30
St. Cloud,MN,USA,Circle,No,,09:00:00,09:00
Lemoyne,NE,USA,Circle,No,,22:34:00,22:34
Elbow Lake,MN,USA,Circle,No,,22:00:00,22:00
Raleigh,NC,USA,Circle,No,,21:38:00,21:38
Jordan,MN,USA,Circle,No,,19:45:00,19:45
Burlington,NC,USA,Circle,No,,00:00:00,00:00
Mokena,IL,USA,Circle,No,,21:00:00,21:00
Bethany Beach,DE,USA,Circle,No,,20:41:00,20:41
Lima,OH,USA,Circle,No,,01:30:00,01:30
Pepperell,MA,USA,Circle,No,,01:00:00,01:00
Scarborough,ME,USA,Circle,No,,23:50:00,23:50
Frankfort,IL,USA,Circle,No,,21:45:00,21:45
Bandon,OR,USA,Circle,No,,21:34:00,21:34
Woodstock,IL,USA,Circle,No,,21:00:00,21:00
Burke,VA,USA,Circle,No,,20:30:00,20:30
King William,VA,USA,Circle,No,,20:00:00,20:00
Puyallup,WA,USA,Circle,No,,10:10:00,10:10
Whiting,NJ,USA,Circle,No,,08:45:00,08:45
Seattle,WA,USA,Circle,No,,08:30:00,08:30
Thornton,CO,USA,Circle,No,,22:11:00,22:11
Louisa,KY,USA,Circle,No,,21:40:00,21:40
Billings,MT,USA,Circle,No,,12:15:00,12:15
Salton City,CA,USA,Circle,No,,22:00:00,22:00
San Pierre,IN,USA,Circle,No,,22:00:00,22:00
Bellingham,WA,USA,Circle,No,,13:00:00,13:00
Shelby Twp,MI,USA,Circle,No,,21:00:00,21:00
Broomfield,CO,USA,Circle,No,,18:30:00,18:30
Titusville,FL,USA,Circle,No,,05:00:00,05:00
Pierz,MN,USA,Circle,No,,23:30:00,23:30
Phoenix,AZ,USA,Circle,No,,23:00:00,23:00
Chesterfield,VA,USA,Circle,No,,19:29:00,19:29
Southport,IN,USA,Circle,No,,12:30:00,12:30
Russleville,AR,USA,Circle,No,,00:00:00,00:00
Sunrise,FL,USA,Circle,No,,23:30:00,23:30
Indialantic,FL,USA,Circle,No,,23:00:00,23:00
Topsham,ME,USA,Circle,No,,22:00:00,22:00
Southampton,PA,USA,Circle,No,,21:30:00,21:30
Tremont,IL,USA,Circle,No,,21:10:00,21:10
Rocky Mount,NC,USA,Circle,No,,23:00:00,23:00
Green Bay,WI,USA,Circle,No,,21:00:00,21:00
Centerport,NY,USA,Circle,No,,20:00:00,20:00
Edmonton (Canada),AB,Canada,Circle,No,,09:15:00,09:15
Santa Barbara,CA,USA,Circle,No,,22:12:00,22:12
Ormond by the Sea,FL,USA,Circle,No,,09:30:00,09:30
Front Royal,VA,USA,Circle,No,,21:00:00,21:00
Palm Springs,CA,USA,Circle,No,,20:15:00,20:15
Mount Shasta,CA,USA,Circle,No,,17:00:00,17:00
Exeter,RI,USA,Circle,No,,00:00:00,00:00
Greenbrier,AR,USA,Circle,No,,22:00:00,22:00
Lake George (Lake George Village ),NY,USA,Circle,No,,20:00:00,20:00
Ft. Pierce,FL,USA,Circle,No,,03:00:00,03:00
Encinitas,CA,USA,Circle,No,,01:45:00,01:45
Lakeport,CA,USA,Circle,No,,22:00:00,22:00
Salem,OR,USA,Circle,No,,17:10:00,17:10
Portland,WA,USA,Circle,No,,21:00:00,21:00
Santa Barbara,CA,USA,Circle,No,,10:00:00,10:00
Ventura,CA,USA,Circle,No,,22:30:00,22:30
Lakewood,WA,USA,Circle,No,,22:00:00,22:00
Shell Beach,CA,USA,Circle,No,,14:30:00,14:30
Croswell,MI,USA,Circle,No,,23:45:00,23:45
Long Beach,CA,USA,Circle,No,,22:07:00,22:07
Seaside,OR,USA,Circle,No,,21:00:00,21:00
Leicester,MA,USA,Circle,No,,23:15:00,23:15
High Falls,NY,USA,Circle,No,,23:00:00,23:00
Fairfield,CA,USA,Circle,No,,22:15:00,22:15
Melbourne,FL,USA,Circle,No,,14:30:00,14:30
Las Vegas,NV,USA,Circle,No,,20:50:00,20:50
Lacey,WA,USA,Circle,No,,10:30:00,10:30
St. Catharines (Canada),ON,Canada,Circle,No,,19:40:00,19:40
Forest Hills,NY,USA,Circle,No,,18:21:00,18:21
Forest Hills,NY,USA,Circle,No,,18:21:00,18:21
Santa Rosa,CA,USA,Circle,No,,13:00:00,13:00
McCormick,SC,USA,Circle,No,,22:30:00,22:30
Alexandria (Canada),ON,Canada,Circle,No,,12:05:00,12:05
Sanford,ME,USA,Circle,No,,21:00:00,21:00
Meridian,MS,USA,Circle,No,,01:45:00,01:45
Pottersville,NY,USA,Circle,No,,22:30:00,22:30
Coaldale,NV,USA,Circle,No,,21:30:00,21:30
Randolph,MA,USA,Circle,No,,21:00:00,21:00
Vero Beach,FL,USA,Circle,No,,20:30:00,20:30
Sanford,ME,USA,Circle,No,,21:00:00,21:00
Florence,OR,USA,Circle,No,,02:55:00,02:55
Neola,PA,USA,Circle,No,,01:27:00,01:27
Bangor,PA,USA,Circle,No,,22:40:00,22:40
Banks,OR,USA,Circle,No,,08:05:00,08:05
Mesa,AZ,USA,Circle,No,,00:05:00,00:05
Tallahassee,DE,USA,Circle,No,,23:46:00,23:46
Jamestown,NY,USA,Circle,No,,23:30:00,23:30
Wake Forest,NC,USA,Circle,No,,22:30:00,22:30
Bainbridge Island,WA,USA,Circle,No,,22:00:00,22:00
New Berlin,NY,USA,Circle,No,,21:45:00,21:45
Aurora,KY,USA,Circle,No,,21:30:00,21:30
Billings,MT,USA,Circle,No,,14:00:00,14:00
Providence,RI,USA,Circle,No,,22:00:00,22:00
Bloomingdale,NJ,USA,Circle,No,,20:30:00,20:30
Dauphin,PA,USA,Circle,No,,03:30:00,03:30
Texas (western part of),TX,USA,Circle,No,,23:00:00,23:00
Atlanta,GA,USA,Circle,No,,18:30:00,18:30
Geyserville,CA,USA,Circle,No,,16:00:00,16:00
Santa Rosa,CA,USA,Circle,No,,16:00:00,16:00
Duluth,GA,USA,Circle,No,,12:10:00,12:10
Rohnert park,CA,USA,Circle,No,,04:00:00,04:00
Middle Grove,NY,USA,Circle,No,,01:00:00,01:00
Lowell,AR,USA,Circle,No,,23:00:00,23:00
Franklin,NH,USA,Circle,No,,07:40:00,07:40
Stahlstown,PA,USA,Circle,No,,00:46:00,00:46
Munster,IN,USA,Circle,No,,21:30:00,21:30
Katy,TX,USA,Circle,No,,21:19:00,21:19
Homosassa,FL,USA,Circle,No,,21:02:00,21:02
Littleton,CO,USA,Circle,No,,23:00:00,23:00
Londonderry/Andover,VT,USA,Circle,No,,22:55:00,22:55
Clifton,NJ,USA,Circle,No,,22:00:00,22:00
Pike Creek,DE,USA,Circle,No,,22:30:00,22:30
Leesburg,VA,USA,Circle,No,,09:48:00,09:48
Columbus,OH,USA,Circle,No,,23:00:00,23:00
Sebastian,FL,USA,Circle,No,,22:50:00,22:50
Lynden,WA,USA,Circle,No,,22:45:00,22:45
Temecula,CA,USA,Circle,No,,21:30:00,21:30
London,AR,USA,Circle,No,,23:20:00,23:20
Napa,CA,USA,Circle,No,,21:15:00,21:15
Ross,OH,USA,Circle,No,,12:15:00,12:15
Londonderry/Andover,VT,USA,Circle,No,,22:50:00,22:50
Phoenix,AZ,USA,Circle,No,,20:30:00,20:30
Richmond,VA,USA,Circle,No,,12:15:00,12:15
San Fernando Valley,CA,USA,Circle,No,,03:21:00,03:21
Thomasville,NC,USA,Circle,No,,22:00:00,22:00
Cornelius,OR,USA,Circle,No,,21:50:00,21:50
Henderson,NV,USA,Circle,No,,21:45:00,21:45
Farmington,NM,USA,Circle,No,,16:40:00,16:40
Baker City,OR,USA,Circle,No,,10:15:00,10:15
Henderson,NV,USA,Circle,No,,09:45:00,09:45
Cheyenne,WY,USA,Circle,No,,13:00:00,13:00
Mesa,AZ,USA,Circle,No,,12:05:00,12:05
Dartmouth (Canada),NS,Canada,Circle,No,,20:10:00,20:10
Clearlake,CA,USA,Circle,No,,21:00:00,21:00
Folly Beach,SC,USA,Circle,No,,20:30:00,20:30
Orange City,FL,USA,Circle,No,,00:00:00,00:00
Montgomery,TX,USA,Circle,No,,21:40:00,21:40
Albuquerque,NM,USA,Circle,No,,14:02:00,14:02
Montreal (Canada),QC,Canada,Circle,No,,22:00:00,22:00
Phoenix,AZ,USA,Circle,No,,20:15:00,20:15
Beaverton,OR,USA,Circle,No,,10:30:00,10:30
New Castle,PA,USA,Circle,No,,01:07:00,01:07
Eugene,OR,USA,Circle,No,,23:07:00,23:07
Surprise,AZ,USA,Circle,No,,20:30:00,20:30
Anacortes,WA,USA,Circle,No,,22:40:00,22:40
Glorieta,NM,USA,Circle,No,,23:00:00,23:00
Grand Rapids,MI,USA,Circle,No,,06:00:00,06:00
Madison,WI,USA,Circle,No,,05:23:00,05:23
Boulder,CO,USA,Circle,No,,23:39:00,23:39
Kelseyville,CA,USA,Circle,No,,20:00:00,20:00
Portsmouth,VA,USA,Circle,No,,14:00:00,14:00
Columbus,GA,USA,Circle,No,,09:00:00,09:00
Tulsa,OK,USA,Circle,No,,05:15:00,05:15
Fernandina Beach,FL,USA,Circle,No,,17:00:00,17:00
Seattle,WA,USA,Circle,No,,23:10:00,23:10
Columbia,MO,USA,Circle,No,,18:56:00,18:56
Katy,TX,USA,Circle,No,,23:00:00,23:00
Ocala,CA,USA,Circle,No,,22:00:00,22:00
Melbourne,FL,USA,Circle,No,,22:00:00,22:00
White Lake,MI,USA,Circle,No,,22:00:00,22:00
Salem,OR,USA,Circle,No,,21:39:00,21:39
Woodinville/Redmond,WA,USA,Circle,No,,20:50:00,20:50
La Jolla,CA,USA,Circle,No,,02:30:00,02:30
Stillwater,OK,USA,Circle,No,,22:50:00,22:50
Grand Junction,CO,USA,Circle,No,,22:45:00,22:45
Newport,ME,USA,Circle,No,,19:30:00,19:30
Vicksburg (east of Quartsite),AZ,USA,Circle,No,,21:00:00,21:00
Wilmington,NC,USA,Circle,No,,23:59:00,23:59
San Francisco,CA,USA,Circle,No,,22:00:00,22:00
Highland Park,CA,USA,Circle,No,,15:00:00,15:00
Ft. Stockton,TX,USA,Circle,No,,11:00:00,11:00
Boonville,AR,USA,Circle,No,,08:45:00,08:45
Columbus,GA,USA,Circle,No,,17:00:00,17:00
Villas,NJ,USA,Circle,No,,23:00:00,23:00
Lockport,NY,USA,Circle,No,,01:30:00,01:30
Meridian,ID,USA,Circle,No,,20:15:00,20:15
Fountain Hills,AZ,USA,Circle,No,,21:19:00,21:19
Peoria,AZ,USA,Circle,No,,20:30:00,20:30
Mosinee,WI,USA,Circle,No,,18:00:00,18:00
Petaluma,CA,USA,Circle,No,,20:10:00,20:10
Long Beach,CA,USA,Circle,No,,20:05:00,20:05
Centennial,CO,USA,Circle,No,,22:30:00,22:30
Wrightsville,PA,USA,Circle,No,,23:00:00,23:00
Salt Lake City,UT,USA,Circle,No,,21:30:00,21:30
Wappingers Falls (over The Hudson River),NY,USA,Circle,No,,20:00:00,20:00
Morganton,NC,USA,Circle,No,,22:00:00,22:00
Bixby,OK,USA,Circle,No,,21:15:00,21:15
Ketchikan,AK,USA,Circle,No,,21:00:00,21:00
Dallas,TX,USA,Circle,No,,09:45:00,09:45
Westport,CA,USA,Circle,No,,22:00:00,22:00
Clifton,NJ,USA,Circle,No,,12:00:00,12:00
Shady Grove,TX,USA,Circle,No,,20:15:00,20:15
Phoenix,AZ,USA,Circle,No,,20:00:00,20:00
North Lauderdale,FL,USA,Circle,No,,19:40:00,19:40
Bayonne,NJ,USA,Circle,No,,05:00:00,05:00
Astoria,OR,USA,Circle,No,,23:50:00,23:50
Manville,NJ,USA,Circle,No,,21:00:00,21:00
Fort Wayne,IN,USA,Circle,No,,07:00:00,07:00
Canby,OR,USA,Circle,No,,18:30:00,18:30
East Rochester,PA,USA,Circle,No,,18:00:00,18:00
North Las Vegas,NV,USA,Circle,No,,18:45:00,18:45
Muskegon,MI,USA,Circle,No,,20:30:00,20:30
Plantation,FL,USA,Circle,No,,21:00:00,21:00
Bunnell,FL,USA,Circle,No,,23:00:00,23:00
DeLand,FL,USA,Circle,No,,06:35:00,06:35
Columbia,SC,USA,Circle,No,,21:30:00,21:30
Winnipeg (near)(Canada),MB,Canada,Circle,No,,13:00:00,13:00
Winnipeg (near) (Canada),MB,Canada,Circle,No,,13:00:00,13:00
Homestead,FL,USA,Circle,No,,22:30:00,22:30
Kent,WA,USA,Circle,No,,20:33:00,20:33
St. Petersburg,FL,USA,Circle,No,,06:07:00,06:07
Sacramento,CA,USA,Circle,No,,13:00:00,13:00
Stafford,TX,USA,Circle,No,,22:00:00,22:00
Portland,OR,USA,Circle,No,,00:30:00,00:30
Winnipeg (Canada),MB,Canada,Circle,No,,18:00:00,18:00
Hackettstown,NJ,USA,Circle,No,,01:42:00,01:42
Semmes,AL,USA,Circle,No,,20:00:00,20:00
Port St. Lucie,FL,USA,Circle,No,,06:00:00,06:00
Clatskanie,OR,USA,Circle,No,,00:00:00,
Mesa,AZ,USA,Circle,No,,19:15:00,19:15
Apopka (near),FL,USA,Circle,No,,21:45:00,21:45
Bunnlevel,NC,USA,Circle,No,,20:10:00,20:10
Milford,VA,USA,Circle,No,,17:45:00,17:45
Jacksonville,FL,USA,Circle,No,,10:30:00,10:30
Anacortes,WA,USA,Circle,No,,23:30:00,23:30
Caldwell,ID,USA,Circle,No,,19:15:00,19:15
West Palm Beach,FL,USA,Circle,No,,18:34:00,18:34
Florence,SC,USA,Circle,No,,08:00:00,08:00
North Ridgeville,OH,USA,Circle,No,,21:00:00,21:00
Middlesex,NJ,USA,Circle,No,,15:24:00,15:24
South Whitley,IN,USA,Circle,No,,07:00:00,07:00
Santa Rosa,CA,USA,Circle,No,,20:15:00,20:15
Bradenton,FL,USA,Circle,No,,17:00:00,17:00
Durham,NC,USA,Circle,No,,11:45:00,11:45
Sidney,MT,USA,Circle,No,,20:15:00,20:15
Lyons,CO,USA,Circle,No,,06:15:00,06:15
Hampton,NH,USA,Circle,No,,00:00:00,00:00
Boynton Beach,FL,USA,Circle,No,,21:58:00,21:58
Costa Mesa,CA,USA,Circle,No,,15:40:00,15:40
Columbus,OH,USA,Circle,No,,07:20:00,07:20
Lowell/Tyngsboro/Nashua,MA,USA,Circle,No,,21:30:00,21:30
Venice,FL,USA,Circle,No,,20:20:00,20:20
East Mesa,AZ,USA,Circle,No,,19:15:00,19:15
Westminster,CO,USA,Circle,No,,01:00:00,01:00
Whittier,CA,USA,Circle,No,,13:11:00,13:11
Halifax (Canada),NS,Canada,Circle,No,,23:46:00,23:46
Wailuku,HI,USA,Circle,No,,23:59:00,23:59
Rolesville,NC,USA,Circle,No,,21:00:00,21:00
Cincinatti,OH,USA,Circle,No,,19:40:00,19:40
Calhoun,GA,USA,Circle,No,,04:59:00,04:59
Drexel Hill,PA,USA,Circle,No,,16:00:00,16:00
York,PA,USA,Circle,No,,19:30:00,19:30
Ballston Lake,NY,USA,Circle,No,,18:30:00,18:30
Penacook,NH,USA,Circle,No,,02:30:00,02:30
Salt Springs,FL,USA,Circle,No,,20:30:00,20:30
Sanford,FL,USA,Circle,No,,19:50:00,19:50
Colorado Springs,CO,USA,Circle,No,,19:00:00,19:00
Akron,OH,USA,Circle,No,,18:00:00,18:00
Waddell,AZ,USA,Circle,No,,03:15:00,03:15
Reed Point,MT,USA,Circle,No,,21:30:00,21:30
Cobourg (Canada),ON,Canada,Circle,No,,20:30:00,20:30
Newberg,OR,USA,Circle,No,,19:10:00,19:10
Rocky Poiint,NY,USA,Circle,No,,06:00:00,06:00
Spring Hill,TN,USA,Circle,No,,22:44:00,22:44
Spring Hill,TN,USA,Circle,No,,22:44:00,22:44
San Antonio,TX,USA,Circle,No,,22:30:00,22:30
North Hollywood,CA,USA,Circle,No,,03:35:00,03:35
West Allis,WI,USA,Circle,No,,17:30:00,17:30
Springfield,OH,USA,Circle,No,,09:45:00,09:45
Wilmington,DC,USA,Circle,No,,02:20:00,02:20
Glendale,AZ,USA,Circle,No,,00:40:00,00:40
Everett,WA,USA,Circle,No,,23:15:00,23:15
Tracy,CA,USA,Circle,No,,21:00:00,21:00
Hugo,MN,USA,Circle,No,,19:00:00,19:00
Fort Myers,FL,USA,Circle,No,,18:30:00,18:30
Anderson,IN,USA,Circle,No,,17:07:00,17:07
Laurel,MS,USA,Circle,No,,15:00:00,15:00
Vista,CA,USA,Circle,No,,02:00:00,02:00
Orangeburg,SC,USA,Circle,No,,00:08:00,00:08
Carson City,NV,USA,Circle,No,,04:30:00,04:30
El Cajon,CA,USA,Circle,No,,03:00:00,03:00
St. George,UT,USA,Circle,No,,19:07:00,19:07
Knoxville,TN,USA,Circle,No,,17:29:00,17:29
Lynxville,WI,USA,Circle,No,,15:58:00,15:58
North Providence,RI,USA,Circle,No,,19:45:00,19:45
Middleton,WI,USA,Circle,No,,17:00:00,17:00
Cumberland,RI,USA,Circle,No,,05:15:00,05:15
Santa Barbara County,CA,USA,Circle,No,,23:00:00,23:00
Pearland,TX,USA,Circle,No,,21:00:00,21:00
Bartlett,TN,USA,Circle,No,,20:00:00,20:00
Richland,WA,USA,Circle,No,,19:00:00,19:00
Oklahoma City,OK,USA,Circle,No,,15:30:00,15:30
Lithia,FL,USA,Circle,No,,04:00:00,04:00
Rohnert Park,CA,USA,Circle,No,,00:00:00,
Daytona Beach,FL,USA,Circle,No,,19:00:00,19:00
Thornton,CO,USA,Circle,No,,06:20:00,06:20
Florence,SC,USA,Circle,No,,22:30:00,22:30
Jacksonville,NC,USA,Circle,No,,20:30:00,20:30
St. Augustine,FL,USA,Circle,No,,01:00:00,01:00
Millsboro,DE,USA,Circle,No,,06:00:00,06:00
Creve Coeur,IL,USA,Circle,No,,17:22:00,17:22
Myrtle Beach,SC,USA,Circle,No,,23:05:00,23:05
Baton Rouge,LA,USA,Circle,No,,17:00:00,17:00
Lincoln,NE,USA,Circle,No,,19:30:00,19:30
Miami,FL,USA,Circle,No,,19:20:00,19:20
Atoka,TN,USA,Circle,No,,18:20:00,18:20
Ironton,OH,USA,Circle,No,,18:00:00,18:00
Keller,WA,USA,Circle,No,,17:35:00,17:35
Houston,TX,USA,Circle,No,,23:30:00,23:30
Albany,NY,USA,Circle,No,,09:45:00,09:45
La Puente,CA,USA,Circle,No,,23:00:00,23:00
Phoenix,AZ,USA,Circle,No,,19:35:00,19:35
Mesa,AZ,USA,Circle,No,,19:00:00,19:00
Mesa,AZ,USA,Circle,No,,19:00:00,19:00
Navajo Lake,UT,USA,Circle,No,,14:16:00,14:16
Vallejo,CA,USA,Circle,No,,21:50:00,21:50
Sandpoint,ID,USA,Circle,No,,02:00:00,02:00
Monroeville,OH,USA,Circle,No,,19:00:00,19:00
Diamondhead,MS,USA,Circle,No,,23:00:00,23:00
Spring Hill,TN,USA,Circle,No,,19:00:00,19:00
Glen Burnie,MD,USA,Circle,No,,18:30:00,18:30
Portland,OR,USA,Circle,No,,22:00:00,22:00
Oceanside,CA,USA,Circle,No,,19:18:00,19:18
Bay Saint Louis,MS,USA,Circle,No,,18:30:00,18:30
Bay Saint Louis,MS,USA,Circle,No,,18:30:00,18:30
Munhall,PA,USA,Circle,No,,23:30:00,23:30
Tega Cay,SC,USA,Circle,No,,07:00:00,07:00
Rowlett,TX,USA,Circle,No,,02:34:00,02:34
Catlettsburg (Louisa area),KY,USA,Circle,No,,23:30:00,23:30
Tucson,AZ,USA,Circle,No,,18:55:00,18:55
Asheville,NC,USA,Circle,No,,07:50:00,07:50
Las Vegas,NV,USA,Circle,No,,05:00:00,05:00
Old Fort/Morganton (between),NC,USA,Circle,No,,22:00:00,22:00
Old Fort/Morganton (between),NC,USA,Circle,No,,22:00:00,22:00
Marion-Morganton,NC,USA,Circle,No,,20:30:00,20:30
Fitchburg,MA,USA,Circle,No,,19:45:00,19:45
Alton,IL,USA,Circle,No,,17:30:00,17:30
Wilmington,DE,USA,Circle,No,,23:45:00,23:45
Watkinsville,GA,USA,Circle,No,,21:48:00,21:48
Enfield,CT,USA,Circle,No,,20:45:00,20:45
Mahwah/Ramsey border,NJ,USA,Circle,No,,20:30:00,20:30
Portage,IN,USA,Circle,No,,16:50:00,16:50
Jacksonville,FL,USA,Circle,No,,11:30:00,11:30
Gainesville,FL,USA,Circle,No,,04:30:00,04:30
Cambridge,OH,USA,Circle,No,,23:00:00,23:00
Humble,TX,USA,Circle,No,,08:50:00,08:50
Laurel,MD,USA,Circle,No,,07:30:00,07:30
La Habra,CA,USA,Circle,No,,23:30:00,23:30
Witch Wells,AZ,USA,Circle,No,,14:00:00,14:00
Scottsdale,AZ,USA,Circle,No,,13:00:00,13:00
Mars Hill,NC,USA,Circle,No,,09:45:00,09:45
Newtown,PA,USA,Circle,No,,07:00:00,07:00
Myrtle Beach,SC,USA,Circle,No,,21:30:00,21:30
Wasilla,AK,USA,Circle,No,,20:30:00,20:30
Sacramento,CA,USA,Circle,No,,02:00:00,02:00
New Kensington,PA,USA,Circle,No,,20:30:00,20:30
Colorado Springs,CO,USA,Circle,No,,02:00:00,02:00
Myrtle Beach,SC,USA,Circle,No,,20:00:00,20:00
Lithia,FL,USA,Circle,No,,02:00:00,02:00
Gold Canyon,AZ,USA,Circle,No,,00:15:00,00:15
Kingston,WA,USA,Circle,No,,23:00:00,23:00
Scottsdale,AZ,USA,Circle,No,,23:00:00,23:00
Sherman,IL,USA,Circle,No,,21:29:00,21:29
Orlando,FL,USA,Circle,No,,20:00:00,20:00
Boise,ID,USA,Circle,No,,16:30:00,16:30
Somerset,KY,USA,Circle,No,,11:30:00,11:30
Glassport,PA,USA,Circle,No,,22:30:00,22:30
Colorado Springs/Schriever,CO,USA,Circle,No,,18:50:00,18:50
Saint Charles,MO,USA,Circle,No,,17:00:00,17:00
Celina,TX,USA,Circle,No,,01:15:00,01:15
Westlake,LA,USA,Circle,No,,22:53:00,22:53
Summerville,GA,USA,Circle,No,,19:00:00,19:00
Augusta,ME,USA,Circle,No,,18:41:00,18:41
Langley,BC,canada,Circle,No,,18:00:00,18:00
Romulus,MI,USA,Circle,No,,07:00:00,07:00
Naples,FL,USA,Circle,No,,21:30:00,21:30
Galveston,TX,USA,Circle,No,,09:00:00,09:00
Simsbury,CT,USA,Circle,No,,20:51:00,20:51
Parishville,NY,USA,Circle,No,,19:47:00,19:47
Parishville,NY,USA,Circle,No,,19:47:00,19:47
Denver,CO,USA,Circle,No,,18:00:00,18:00
Northborough,MA,USA,Circle,No,,12:23:00,12:23
Schulenburg,TX,USA,Circle,No,,04:00:00,04:00
Lee Summitt,MO,USA,Circle,No,,00:00:00,00:00
Charleston,SC,USA,Circle,No,,20:07:00,20:07
New York City (Ridgewood; Queens),NY,USA,Circle,No,,00:00:00,
Greenwood,IN,USA,Circle,No,,20:50:00,20:50
Alfalfa,OR,USA,Circle,No,,20:00:00,20:00
Joliet,IL,USA,Circle,No,,19:45:00,19:45
Porter/Burns Harbor,IN,USA,Circle,No,,19:30:00,19:30
Ocean City,NJ,USA,Circle,No,,07:00:00,07:00
Worthington,OH,USA,Circle,No,,06:00:00,06:00
Drake,CO,USA,Circle,No,,02:30:00,02:30
Wildwood,NJ,USA,Circle,No,,23:45:00,23:45
Amherst,MA,USA,Circle,No,,23:15:00,23:15
Pukalani,HI,USA,Circle,No,,20:00:00,20:00
Ocean City,MD,USA,Circle,No,,20:00:00,20:00
Marshfield,MA,USA,Circle,No,,19:38:00,19:38
Manassas,VA,USA,Circle,No,,19:30:00,19:30
Philadelphia,PA,USA,Circle,No,,05:46:00,05:46
Plum,PA,USA,Circle,No,,23:30:00,23:30
Charlotte,NC,USA,Circle,No,,23:17:00,23:17
Emmaus,PA,USA,Circle,No,,21:00:00,21:00
Whitby (Canada),ON,Canada,Circle,No,,21:00:00,21:00
Mifflin Park,PA,USA,Circle,No,,20:05:00,20:05
Norfolk,MA,USA,Circle,No,,19:45:00,19:45
Clayton,NM,USA,Circle,No,,19:00:00,19:00
Guymon (west of),OK,USA,Circle,No,,22:00:00,22:00
Clayton,NM,USA,Circle,No,,18:45:00,18:45
Savannah,TN,USA,Circle,No,,16:00:00,16:00
Amarillo,TX,USA,Circle,No,,00:30:00,00:30
Saratoga Springs,NY,USA,Circle,No,,20:30:00,20:30
Hoover,AL,USA,Circle,No,,18:25:00,18:25
Scarborough (Canada),ON,Canada,Circle,No,,04:11:00,04:11
Lawrence,MA,USA,Circle,No,,20:54:00,20:54
Springfield,MO,USA,Circle,No,,03:00:00,03:00
Houma,LA,USA,Circle,No,,23:00:00,23:00
Novi,MI,USA,Circle,No,,21:15:00,21:15
Galveston,TX,USA,Circle,No,,18:00:00,18:00
Anchorage,AK,USA,Circle,No,,22:15:00,22:15
Fairview (rural),WV,USA,Circle,No,,22:10:00,22:10
Lancaster,OH,USA,Circle,No,,21:20:00,21:20
Garfield Heights,OH,USA,Circle,No,,21:00:00,21:00
Wallingford,CT,USA,Circle,No,,19:30:00,19:30
Hillsboro,OR,USA,Circle,No,,19:00:00,19:00
Vero Beach/Melbourne,FL,USA,Circle,No,,01:55:00,01:55
Beaverton,OR,USA,Circle,No,,21:00:00,21:00
Gustine,CA,USA,Circle,No,,19:13:00,19:13
Littleton,CO,USA,Circle,No,,22:30:00,22:30
Phoenix,AZ,USA,Circle,No,,21:50:00,21:50
Sneads Ferry,NC,USA,Circle,No,,21:45:00,21:45
Woodstock (Canada),ON,Canada,Circle,No,,21:41:00,21:41
Attica,MI,USA,Circle,No,,21:30:00,21:30
Kailua,HI,USA,Circle,No,,22:10:00,22:10
Louisville,TN,USA,Circle,No,,22:00:00,22:00
Myrtle Beach,SC,USA,Circle,No,,22:00:00,22:00
Wickenburg,AZ,USA,Circle,No,,21:35:00,21:35
Des Moines,WA,USA,Circle,No,,20:55:00,20:55
Cornelius,NC,USA,Circle,No,,20:15:00,20:15
Newburgh,NY,USA,Circle,No,,21:27:00,21:27
